action,action_family,artifacts,base_objective,cell_id,cold_render_max_abs,counter_scope,donor,extra_cell_render_evaluations,family,forward_evaluations,gradient_evaluations,immediate_gain,immediate_objective,iterations_run,lpips,magnitude,ms_ssim,n_gaussians,position_activity,position_coherence,predicted_gain,proposal_seconds,psnr,recovered_gain,seed,selected_iteration,shared_case_render_evaluations,smoke,split_min_eigenvalue,status,terminal_objective,total_cell_render_evaluations,total_seconds
move_m10,move,"{""base_field.npz"":""cells/width_s1_move_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_move_m10/base_reconstruction.npy"",""config.json"":""cells/width_s1_move_m10/config.json"",""curves.png"":""cells/width_s1_move_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_move_m10/error.png"",""field.npz"":""cells/width_s1_move_m10/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_move_m10/history.json"",""immediate.png"":""cells/width_s1_move_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_move_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_move_m10/input_field.npz"",""progress.jsonl"":""cells/width_s1_move_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_move_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_move_m10/reconstruction.png"",""target.npy"":""cells/width_s1_move_m10/target.npy"",""target.png"":""cells/width_s1_move_m10/target.png""}",0.0001143558225184915,width_s1_move_m10,0.0,recovery only,,2,width,21,20,0.0,0.0001143558225184915,20,0.0019193280022591352,1.0,0.996731698513031,3,0.00014591531362384558,1.646833541546304e-08,4.536652359384047e-20,0.004020783999294508,49.91465404376558,0.00010925659253301445,1,20,6,false,-1.0121268132934347e-05,ok,5.099229985477053e-06,23,0.0278894949988171
scale_m5,scale,"{""base_field.npz"":""cells/width_s1_scale_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_scale_m5/base_reconstruction.npy"",""config.json"":""cells/width_s1_scale_m5/config.json"",""curves.png"":""cells/width_s1_scale_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_scale_m5/error.png"",""field.npz"":""cells/width_s1_scale_m5/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_scale_m5/history.json"",""immediate.png"":""cells/width_s1_scale_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_scale_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_scale_m5/input_field.npz"",""progress.jsonl"":""cells/width_s1_scale_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_scale_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_scale_m5/reconstruction.png"",""target.npy"":""cells/width_s1_scale_m5/target.npy"",""target.png"":""cells/width_s1_scale_m5/target.png""}",0.0001143558225184915,width_s1_scale_m5,0.0,recovery only,,2,width,21,20,2.8428664102111512e-05,8.592715841637998e-05,20,0.002002761932089925,0.5,0.9973217844963074,3,0.00014591531362384558,1.646833541546304e-08,2.7801857868325897e-05,0.004020783999294508,49.92123115544142,0.00010926430914548721,1,20,6,false,-1.0121268132934347e-05,ok,5.091513373004293e-06,23,0.027699160000338452
scale_m10,scale,"{""base_field.npz"":""cells/width_s1_scale_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_scale_m10/base_reconstruction.npy"",""config.json"":""cells/width_s1_scale_m10/config.json"",""curves.png"":""cells/width_s1_scale_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_scale_m10/error.png"",""field.npz"":""cells/width_s1_scale_m10/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_scale_m10/history.json"",""immediate.png"":""cells/width_s1_scale_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_scale_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_scale_m10/input_field.npz"",""progress.jsonl"":""cells/width_s1_scale_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_scale_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_scale_m10/reconstruction.png"",""target.npy"":""cells/width_s1_scale_m10/target.npy"",""target.png"":""cells/width_s1_scale_m10/target.png""}",0.0001143558225184915,width_s1_scale_m10,0.0,recovery only,,2,width,21,20,5.357309950817346e-05,6.078272301031803e-05,20,0.0014017177745699883,1.0,0.9985635280609131,3,0.00014591531362384558,1.646833541546304e-08,5.134440289111808e-05,0.004020783999294508,51.12521436526198,0.00011049705541179535,1,20,6,false,-1.0121268132934347e-05,ok,3.858767106696148e-06,23,0.027873474999069003
rotate_m5,rotate,"{""base_field.npz"":""cells/width_s1_rotate_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_rotate_m5/base_reconstruction.npy"",""config.json"":""cells/width_s1_rotate_m5/config.json"",""curves.png"":""cells/width_s1_rotate_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_rotate_m5/error.png"",""field.npz"":""cells/width_s1_rotate_m5/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_rotate_m5/history.json"",""immediate.png"":""cells/width_s1_rotate_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_rotate_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_rotate_m5/input_field.npz"",""progress.jsonl"":""cells/width_s1_rotate_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_rotate_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_rotate_m5/reconstruction.png"",""target.npy"":""cells/width_s1_rotate_m5/target.npy"",""target.png"":""cells/width_s1_rotate_m5/target.png""}",0.0001143558225184915,width_s1_rotate_m5,0.0,recovery only,,2,width,21,20,7.006026073413767e-11,0.00011435575245823076,20,0.0021987678483128548,0.5,0.9967284798622131,3,0.00014591531362384558,1.646833541546304e-08,8.221534564256672e-11,0.004020783999294508,49.91559611785648,0.00010925769854095686,1,20,6,false,-1.0121268132934347e-05,ok,5.098123977534633e-06,23,0.028200291999382898
rotate_m10,rotate,"{""base_field.npz"":""cells/width_s1_rotate_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_rotate_m10/base_reconstruction.npy"",""config.json"":""cells/width_s1_rotate_m10/config.json"",""curves.png"":""cells/width_s1_rotate_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_rotate_m10/error.png"",""field.npz"":""cells/width_s1_rotate_m10/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_rotate_m10/history.json"",""immediate.png"":""cells/width_s1_rotate_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_rotate_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_rotate_m10/input_field.npz"",""progress.jsonl"":""cells/width_s1_rotate_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_rotate_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_rotate_m10/reconstruction.png"",""target.npy"":""cells/width_s1_rotate_m10/target.npy"",""target.png"":""cells/width_s1_rotate_m10/target.png""}",0.0001143558225184915,width_s1_rotate_m10,0.0,recovery only,,2,width,21,20,-2.920371572606023e-12,0.00011435582543886307,20,0.0022697325330227613,1.0,0.9967269897460938,3,0.00014591531362384558,1.646833541546304e-08,1.1034165248169359e-10,0.004020783999294508,49.906984679347886,0.00010924757966134195,1,20,6,false,-1.0121268132934347e-05,ok,5.108242857149548e-06,23,0.0276525910012424
color_m5,color,"{""base_field.npz"":""cells/width_s1_color_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_color_m5/base_reconstruction.npy"",""config.json"":""cells/width_s1_color_m5/config.json"",""curves.png"":""cells/width_s1_color_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_color_m5/error.png"",""field.npz"":""cells/width_s1_color_m5/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_color_m5/history.json"",""immediate.png"":""cells/width_s1_color_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_color_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_color_m5/input_field.npz"",""progress.jsonl"":""cells/width_s1_color_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_color_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_color_m5/reconstruction.png"",""target.npy"":""cells/width_s1_color_m5/target.npy"",""target.png"":""cells/width_s1_color_m5/target.png""}",0.0001143558225184915,width_s1_color_m5,0.0,recovery only,,2,width,21,20,1.866645602339194e-05,9.568936649509955e-05,20,0.002309525618329644,0.5,0.9960687756538391,3,0.00014591531362384558,1.646833541546304e-08,1.866646380221937e-05,0.004020783999294508,49.39357200768627,0.00010860655120930304,1,20,6,false,-1.0121268132934347e-05,ok,5.749271309188455e-06,23,0.028474301998357987
color_m10,color,"{""base_field.npz"":""cells/width_s1_color_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_color_m10/base_reconstruction.npy"",""config.json"":""cells/width_s1_color_m10/config.json"",""curves.png"":""cells/width_s1_color_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_color_m10/error.png"",""field.npz"":""cells/width_s1_color_m10/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_color_m10/history.json"",""immediate.png"":""cells/width_s1_color_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_color_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_color_m10/input_field.npz"",""progress.jsonl"":""cells/width_s1_color_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_color_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_color_m10/reconstruction.png"",""target.npy"":""cells/width_s1_color_m10/target.npy"",""target.png"":""cells/width_s1_color_m10/target.png""}",0.0001143558225184915,width_s1_color_m10,0.0,recovery only,,2,width,21,20,2.5052359711477337e-05,8.930346280701416e-05,20,0.0019027943490073085,1.0,0.9954733848571777,3,0.00014591531362384558,1.646833541546304e-08,2.5052358978427947e-05,0.004020783999294508,48.962945729566115,0.0001080072595519845,1,20,6,false,-1.0121268132934347e-05,ok,6.348562966506993e-06,23,0.02784151999730966
split_d1_m5,split,"{""base_field.npz"":""cells/width_s1_split_d1_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_split_d1_m5/base_reconstruction.npy"",""config.json"":""cells/width_s1_split_d1_m5/config.json"",""curves.png"":""cells/width_s1_split_d1_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_split_d1_m5/error.png"",""field.npz"":""cells/width_s1_split_d1_m5/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_split_d1_m5/history.json"",""immediate.png"":""cells/width_s1_split_d1_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_split_d1_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_split_d1_m5/input_field.npz"",""progress.jsonl"":""cells/width_s1_split_d1_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_split_d1_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_split_d1_m5/reconstruction.png"",""target.npy"":""cells/width_s1_split_d1_m5/target.npy"",""target.png"":""cells/width_s1_split_d1_m5/target.png""}",0.0001143558225184915,width_s1_split_d1_m5,0.0,recovery only,1,2,width,21,20,8.530603204211327e-06,0.00010582521931428017,20,0.0045796288177371025,0.5,0.9886555075645447,3,0.00014591531362384558,1.646833541546304e-08,1.0508404557185713e-05,0.004020783999294508,47.33237431669602,0.00010511453307905056,1,20,6,false,-1.0121268132934347e-05,ok,9.241289439440931e-06,23,0.02866956000070786
split_d1_m10,split,"{""base_field.npz"":""cells/width_s1_split_d1_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_split_d1_m10/base_reconstruction.npy"",""config.json"":""cells/width_s1_split_d1_m10/config.json"",""curves.png"":""cells/width_s1_split_d1_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_split_d1_m10/error.png"",""field.npz"":""cells/width_s1_split_d1_m10/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_split_d1_m10/history.json"",""immediate.png"":""cells/width_s1_split_d1_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_split_d1_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_split_d1_m10/input_field.npz"",""progress.jsonl"":""cells/width_s1_split_d1_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_split_d1_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_split_d1_m10/reconstruction.png"",""target.npy"":""cells/width_s1_split_d1_m10/target.npy"",""target.png"":""cells/width_s1_split_d1_m10/target.png""}",0.0001143558225184915,width_s1_split_d1_m10,0.0,recovery only,1,2,width,21,20,1.4591348982843e-05,9.97644735356485e-05,20,0.0027233532164245844,1.0,0.9904427528381348,3,0.00014591531362384558,1.646833541546304e-08,4.9374077207176015e-05,0.004020783999294508,50.13333659874847,0.00010950699936873142,1,20,6,false,-1.0121268132934347e-05,ok,4.848823149760064e-06,23,0.02811002899761661
split_d2_m5,split,"{""base_field.npz"":""cells/width_s1_split_d2_m5/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_split_d2_m5/base_reconstruction.npy"",""config.json"":""cells/width_s1_split_d2_m5/config.json"",""curves.png"":""cells/width_s1_split_d2_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_split_d2_m5/error.png"",""field.npz"":""cells/width_s1_split_d2_m5/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_split_d2_m5/history.json"",""immediate.png"":""cells/width_s1_split_d2_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_split_d2_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_split_d2_m5/input_field.npz"",""progress.jsonl"":""cells/width_s1_split_d2_m5/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_split_d2_m5/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_split_d2_m5/reconstruction.png"",""target.npy"":""cells/width_s1_split_d2_m5/target.npy"",""target.png"":""cells/width_s1_split_d2_m5/target.png""}",0.0001143558225184915,width_s1_split_d2_m5,0.0,recovery only,2,2,width,21,20,-2.817170257610908e-05,0.00014252752509460057,20,0.014336325228214264,0.5,0.9514364004135132,3,0.00014591531362384558,1.646833541546304e-08,-2.6193894882453606e-05,0.004020783999294508,40.36745027342693,6.841222729873017e-05,1,20,6,false,-1.0121268132934347e-05,ok,4.5943595219761334e-05,23,0.02964600999985123
split_d2_m10,split,"{""base_field.npz"":""cells/width_s1_split_d2_m10/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_split_d2_m10/base_reconstruction.npy"",""config.json"":""cells/width_s1_split_d2_m10/config.json"",""curves.png"":""cells/width_s1_split_d2_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_split_d2_m10/error.png"",""field.npz"":""cells/width_s1_split_d2_m10/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_split_d2_m10/history.json"",""immediate.png"":""cells/width_s1_split_d2_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_split_d2_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_split_d2_m10/input_field.npz"",""progress.jsonl"":""cells/width_s1_split_d2_m10/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_split_d2_m10/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_split_d2_m10/reconstruction.png"",""target.npy"":""cells/width_s1_split_d2_m10/target.npy"",""target.png"":""cells/width_s1_split_d2_m10/target.png""}",0.0001143558225184915,width_s1_split_d2_m10,0.0,recovery only,2,2,width,21,20,-2.2110956797477405e-05,0.0001364667793159689,20,0.012640089727938175,1.0,0.9531817436218262,3,0.00014591531362384558,1.646833541546304e-08,1.2671778677031398e-05,0.004020783999294508,40.80387176421813,7.280469358841103e-05,1,20,6,false,-1.0121268132934347e-05,ok,4.155112893008047e-05,23,0.02882784300163621
birth_d1,birth,"{""base_field.npz"":""cells/width_s1_birth_d1/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_birth_d1/base_reconstruction.npy"",""config.json"":""cells/width_s1_birth_d1/config.json"",""curves.png"":""cells/width_s1_birth_d1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_birth_d1/error.png"",""field.npz"":""cells/width_s1_birth_d1/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_birth_d1/history.json"",""immediate.png"":""cells/width_s1_birth_d1/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_birth_d1/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_birth_d1/input_field.npz"",""progress.jsonl"":""cells/width_s1_birth_d1/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_birth_d1/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_birth_d1/reconstruction.png"",""target.npy"":""cells/width_s1_birth_d1/target.npy"",""target.png"":""cells/width_s1_birth_d1/target.png""}",0.0001143558225184915,width_s1_birth_d1,0.0,recovery only,1,2,width,21,20,2.2548547081841392e-05,9.18072754366501e-05,20,0.0016342287417501211,1.0,0.9901004433631897,3,0.00014591531362384558,1.646833541546304e-08,-1.065787273546448e-06,0.004020783999294508,49.80317372545862,0.00010912400446939704,1,20,6,false,-1.0121268132934347e-05,ok,5.231818049094452e-06,23,0.028140741000242997
birth_d2,birth,"{""base_field.npz"":""cells/width_s1_birth_d2/base_field.npz"",""base_reconstruction.npy"":""cells/width_s1_birth_d2/base_reconstruction.npy"",""config.json"":""cells/width_s1_birth_d2/config.json"",""curves.png"":""cells/width_s1_birth_d2/curves.png"",""decision"":""decision.json"",""error.png"":""cells/width_s1_birth_d2/error.png"",""field.npz"":""cells/width_s1_birth_d2/field.npz"",""gradient_packet"":""cases/width_s1/gradient_packet.npz"",""history.json"":""cells/width_s1_birth_d2/history.json"",""immediate.png"":""cells/width_s1_birth_d2/immediate.png"",""immediate_reconstruction.npy"":""cells/width_s1_birth_d2/immediate_reconstruction.npy"",""input_field.npz"":""cells/width_s1_birth_d2/input_field.npz"",""progress.jsonl"":""cells/width_s1_birth_d2/progress.jsonl"",""reconstruction.npy"":""cells/width_s1_birth_d2/reconstruction.npy"",""reconstruction.png"":""cells/width_s1_birth_d2/reconstruction.png"",""target.npy"":""cells/width_s1_birth_d2/target.npy"",""target.png"":""cells/width_s1_birth_d2/target.png""}",0.0001143558225184915,width_s1_birth_d2,0.0,recovery only,2,2,width,21,20,-1.4153758698478986e-05,0.00012850958121697048,20,0.01155290100723505,1.0,0.9527561068534851,3,0.00014591531362384558,1.646833541546304e-08,-3.776808807742782e-05,0.004020783999294508,40.764024310263125,7.242169868907664e-05,1,20,6,false,-1.0121268132934347e-05,ok,4.193412382941486e-05,23,0.029446699998516124
